PartitionKey,RowKey,Timestamp,Id,Id@type,Area,Area@type,AgeGroup,AgeGroup@type,Gender,Gender@type,Income,Income@type,Status,Status@type,FullName,FullName@type,DateOfBirth,DateOfBirth@type,Region,Region@type,IsEarning,IsEarning@type,HeadOfFamily,HeadOfFamily@type,Race,Race@type,FamilyIncome,FamilyIncome@type,Age,Age@type
India,cb676cac-64a7-487d-8cb0-01a2da5a8c47,2021-11-23T04:50:12.322Z,1,Edm.Int32,Bihar,Edm.String,66-75 years,Edm.String,Male,Edm.String,> $10k,Edm.String,UnInsured,Edm.String,,,,,,,,,,,,,,,,
India,cce01333-0aa7-4811-9d65-18c52fd4312d,2021-11-23T02:47:55.712Z,1,Edm.Int32,India,Edm.String,66-75 years,Edm.String,Male,Edm.String,> $10k,Edm.String,UnInsured,Edm.String,,,,,,,,,,,,,,,,
India,cd203b7b-223b-40e3-b295-f0c572036417,2021-11-23T03:09:53.217Z,1,Edm.Int32,India,Edm.String,66-75 years,Edm.String,Male,Edm.String,> $10k,Edm.String,UnInsured,Edm.String,,,,,,,,,,,,,,,,
India,cec2fdb7-3a3a-4e20-a0ac-5571d21c7ed7,2021-11-23T04:49:39.791Z,2,Edm.Int32,Cibitoke,Edm.String,66-75 years,Edm.String,Male,Edm.String,> $10k,Edm.String,UnInsured,Edm.String,,,,,,,,,,,,,,,,
India,d15d1900-8abf-4a6e-bc88-72451b6e7e51,2021-11-22T10:56:34.228Z,2,Edm.Int32,Delhi,Edm.String,66-75 years,Edm.String,Male,Edm.String,> $10k,Edm.String,UnInsured,Edm.String,,,,,,,,,,,,,,,,
India,d212d3d0-9a66-48b4-9464-c09cef93a2c0,2021-11-22T23:31:57.212Z,2,Edm.Int32,Caribbean Sea,Edm.String,66-75 years,Edm.String,Male,Edm.String,> $10k,Edm.String,UnInsured,Edm.String,,,,,,,,,,,,,,,,
India,d2ab7b8d-5f26-4ad3-91d9-63d04ea2f8ad,2021-11-23T07:13:00.255Z,2,Edm.Int32,Delhi,Edm.String,66-75 years,Edm.String,Male,Edm.String,> $10k,Edm.String,UnInsured,Edm.String,,,,,,,,,,,,,,,,
India,d35be20a-e6a3-4c3c-a03b-11cb5ea119fe,2021-11-22T03:53:31.429Z,3,Edm.Int32,Delhi,Edm.String,66-75 years,Edm.String,Female,Edm.String,> $10k,Edm.String,UnInsured,Edm.String,,,,,,,,,,,,,,,,
India,d6ca4352-0c35-4c5e-8e59-66074839d52d,2021-11-23T11:01:07.611Z,3,Edm.Int32,Maharashtra,Edm.String,66-75 years,Edm.String,Female,Edm.String,> $10k,Edm.String,UnInsured,Edm.String,,,,,,,,,,,,,,,,
India,d7a2266a-36f2-4ca4-89c4-0337235a2488,2021-11-22T10:56:36.145Z,3,Edm.Int32,Delhi,Edm.String,66-75 years,Edm.String,Female,Edm.String,> $10k,Edm.String,UnInsured,Edm.String,,,,,,,,,,,,,,,,
India,d7b3e7d4-035d-4c39-9c47-407593a3634e,2021-11-22T17:19:34.709Z,3,Edm.Int32,Delhi,Edm.String,66-75 years,Edm.String,Female,Edm.String,> $10k,Edm.String,UnInsured,Edm.String,,,,,,,,,,,,,,,,
India,d7e8425f-64cb-4297-902a-73b17d538ebf,2021-11-22T13:07:15.103Z,3,Edm.Int32,Delhi,Edm.String,66-75 years,Edm.String,Female,Edm.String,> $10k,Edm.String,UnInsured,Edm.String,,,,,,,,,,,,,,,,
India,d82a0646-3bb5-40c4-bf40-8fcbc2135964,2021-11-22T13:27:51.111Z,1,Edm.Int32,Delhi,Edm.String,66-75 years,Edm.String,Male,Edm.String,> $10k,Edm.String,UnInsured,Edm.String,,,,,,,,,,,,,,,,
India,d9744e8e-04e8-4edc-aebf-56b6f1807f06,2021-11-22T09:07:05.701Z,1,Edm.Int32,Delhi,Edm.String,66-75 years,Edm.String,Male,Edm.String,> $10k,Edm.String,UnInsured,Edm.String,,,,,,,,,,,,,,,,
India,da14dea4-1566-4708-b847-4ff0d0ecf891,2021-11-22T13:27:51.154Z,2,Edm.Int32,Delhi,Edm.String,66-75 years,Edm.String,Male,Edm.String,> $10k,Edm.String,UnInsured,Edm.String,,,,,,,,,,,,,,,,
India,dab024f1-50e2-4157-9bc4-ef746e2d16ec,2021-11-22T03:56:09.322Z,1,Edm.Int32,Delhi,Edm.String,66-75 years,Edm.String,Male,Edm.String,> $10k,Edm.String,UnInsured,Edm.String,,,,,,,,,,,,,,,,
India,db322108-b626-4ba5-a080-26b7a1433718,2021-11-22T03:44:56.282Z,2,Edm.Int32,Delhi,Edm.String,66-75 years,Edm.String,Male,Edm.String,> $10k,Edm.String,UnInsured,Edm.String,,,,,,,,,,,,,,,,
India,dd6639d4-785b-44db-943a-d4680480195a,2021-11-23T11:04:14.975Z,1,Edm.Int32,Delhi,Edm.String,66-75 years,Edm.String,Male,Edm.String,> $10k,Edm.String,UnInsured,Edm.String,,,,,,,,,,,,,,,,
India,de8e9e9b-fa0d-46d1-8560-0a36376b7385,2021-11-22T03:53:31.335Z,1,Edm.Int32,Delhi,Edm.String,66-75 years,Edm.String,Male,Edm.String,> $10k,Edm.String,UnInsured,Edm.String,,,,,,,,,,,,,,,,
India,de91b579-2b6b-4343-8769-e36c6ef04b17,2021-11-22T10:56:34.198Z,1,Edm.Int32,Delhi,Edm.String,66-75 years,Edm.String,Male,Edm.String,> $10k,Edm.String,UnInsured,Edm.String,,,,,,,,,,,,,,,,
India,dea5e0ca-19a6-4a59-8cbd-eec22a2ba9ad,2021-11-22T17:32:19.334Z,3,Edm.Int32,India,Edm.String,66-75 years,Edm.String,Female,Edm.String,> $10k,Edm.String,UnInsured,Edm.String,,,,,,,,,,,,,,,,
India,e0b1fc8a-a7ab-407f-90bc-df73843d1b09,2021-11-22T13:01:53.874Z,3,Edm.Int32,Delhi,Edm.String,66-75 years,Edm.String,Female,Edm.String,> $10k,Edm.String,UnInsured,Edm.String,,,,,,,,,,,,,,,,
India,e3670c43-efe9-438c-9c75-9a66e75f7deb,2021-11-22T17:32:19.302Z,2,Edm.Int32,India,Edm.String,66-75 years,Edm.String,Male,Edm.String,> $10k,Edm.String,UnInsured,Edm.String,,,,,,,,,,,,,,,,
India,e4180bf7-ecba-4293-bcdf-84fcacfb3c19,2021-11-22T11:56:08.796Z,3,Edm.Int32,Delhi,Edm.String,66-75 years,Edm.String,Female,Edm.String,> $10k,Edm.String,UnInsured,Edm.String,,,,,,,,,,,,,,,,
India,e551113a-ad91-4df3-a419-74937940f611,2021-11-22T13:06:08.031Z,2,Edm.Int32,Delhi,Edm.String,66-75 years,Edm.String,Male,Edm.String,> $10k,Edm.String,UnInsured,Edm.String,,,,,,,,,,,,,,,,
India,e5d96258-fbda-42fa-b4dc-af0d734517f1,2021-11-22T10:13:12.174Z,3,Edm.Int32,Delhi,Edm.String,66-75 years,Edm.String,Female,Edm.String,> $10k,Edm.String,UnInsured,Edm.String,,,,,,,,,,,,,,,,
India,e607eb8b-aa04-4a90-97f9-33df6b8621a2,2021-11-22T10:56:28.429Z,3,Edm.Int32,Delhi,Edm.String,66-75 years,Edm.String,Female,Edm.String,> $10k,Edm.String,UnInsured,Edm.String,,,,,,,,,,,,,,,,
India,e6d0b88b-d0a4-4644-be35-27d9eba7266a,2021-11-22T13:33:38.990Z,2,Edm.Int32,Delhi,Edm.String,66-75 years,Edm.String,Male,Edm.String,> $10k,Edm.String,UnInsured,Edm.String,,,,,,,,,,,,,,,,
India,e79a24d9-07f4-463e-aba4-91b3f4a40399,2021-11-22T13:30:45.222Z,3,Edm.Int32,Delhi,Edm.String,66-75 years,Edm.String,Female,Edm.String,> $10k,Edm.String,UnInsured,Edm.String,,,,,,,,,,,,,,,,
India,e83f9cd7-aec3-4e5a-9598-255079f0b29b,2021-11-22T17:24:38.698Z,1,Edm.Int32,India,Edm.String,66-75 years,Edm.String,Male,Edm.String,> $10k,Edm.String,UnInsured,Edm.String,,,,,,,,,,,,,,,,
India,e85df0cd-0f59-4f84-b6b7-eeeb83b6fcea,2021-11-22T17:19:43.893Z,2,Edm.Int32,Delhi,Edm.String,66-75 years,Edm.String,Male,Edm.String,> $10k,Edm.String,UnInsured,Edm.String,,,,,,,,,,,,,,,,
India,e88d9022-88fa-4cd1-829b-cbc5a1be3cf5,2021-11-22T17:32:13.983Z,1,Edm.Int32,India,Edm.String,66-75 years,Edm.String,Male,Edm.String,> $10k,Edm.String,UnInsured,Edm.String,,,,,,,,,,,,,,,,
India,e9bfa1ec-82c0-42f1-9333-27ed1ccaa818,2021-11-22T02:26:33.945Z,1,Edm.Int32,,,66-75 years,Edm.String,Male,Edm.String,> $10k,Edm.String,UnInsured,Edm.String,,,,,,,,,,,,,,,,
India,ea5458df-0aea-4990-9f45-0bf0da61d574,2021-11-23T03:33:52.696Z,3,Edm.Int32,undefined,Edm.String,66-75 years,Edm.String,Female,Edm.String,> $10k,Edm.String,UnInsured,Edm.String,,,,,,,,,,,,,,,,
India,ea8ed7ed-f72e-4e5f-8c39-a44ce7767a4d,2021-11-22T03:56:09.362Z,2,Edm.Int32,Delhi,Edm.String,66-75 years,Edm.String,Male,Edm.String,> $10k,Edm.String,UnInsured,Edm.String,,,,,,,,,,,,,,,,
India,eb774b46-0abe-4cf1-bdf0-60ee1d0ef0ad,2021-11-22T10:56:30.839Z,1,Edm.Int32,Delhi,Edm.String,66-75 years,Edm.String,Male,Edm.String,> $10k,Edm.String,UnInsured,Edm.String,,,,,,,,,,,,,,,,
India,ebab8587-f40b-46b0-bda0-8dfcf2abdee8,2021-11-22T10:34:17.407Z,1,Edm.Int32,Delhi,Edm.String,66-75 years,Edm.String,Male,Edm.String,> $10k,Edm.String,UnInsured,Edm.String,,,,,,,,,,,,,,,,
India,ec3e1138-0370-409b-aebe-267b058784e8,2021-11-23T08:33:06.759Z,2,Edm.Int32,Delhi,Edm.String,66-75 years,Edm.String,Male,Edm.String,> $10k,Edm.String,UnInsured,Edm.String,,,,,,,,,,,,,,,,
India,ef969003-c400-4d3e-938b-814335dbe49d,2021-11-22T13:32:09.439Z,3,Edm.Int32,Delhi,Edm.String,66-75 years,Edm.String,Female,Edm.String,> $10k,Edm.String,UnInsured,Edm.String,,,,,,,,,,,,,,,,
India,efaa7087-7b9c-4743-815e-1088b32fdc1c,2021-11-22T12:47:54.632Z,1,Edm.Int32,Delhi,Edm.String,66-75 years,Edm.String,Male,Edm.String,> $10k,Edm.String,UnInsured,Edm.String,,,,,,,,,,,,,,,,
India,f1693f86-551e-4c64-b358-5356661a8ee4,2021-11-22T17:19:20.416Z,3,Edm.Int32,Delhi,Edm.String,66-75 years,Edm.String,Female,Edm.String,> $10k,Edm.String,UnInsured,Edm.String,,,,,,,,,,,,,,,,
India,f3254f62-83d1-46c8-a5ca-176bef27a431,2021-11-22T10:34:17.490Z,3,Edm.Int32,Delhi,Edm.String,66-75 years,Edm.String,Female,Edm.String,> $10k,Edm.String,UnInsured,Edm.String,,,,,,,,,,,,,,,,
India,f537d043-3ede-467d-bca0-95433486027c,2021-11-23T03:33:48.993Z,1,Edm.Int32,undefined,Edm.String,66-75 years,Edm.String,Male,Edm.String,> $10k,Edm.String,UnInsured,Edm.String,,,,,,,,,,,,,,,,
India,f5dca095-60e5-498f-b3c8-10667f4e6095,2021-11-22T23:31:57.247Z,3,Edm.Int32,Caribbean Sea,Edm.String,66-75 years,Edm.String,Female,Edm.String,> $10k,Edm.String,UnInsured,Edm.String,,,,,,,,,,,,,,,,
India,f62eee7e-f693-4851-b84b-95459801d514,2021-11-22T11:56:08.734Z,1,Edm.Int32,Delhi,Edm.String,66-75 years,Edm.String,Male,Edm.String,> $10k,Edm.String,UnInsured,Edm.String,,,,,,,,,,,,,,,,
India,f9fc9f70-ec66-40d3-b6da-4264e65382f1,2021-11-23T03:33:42.192Z,1,Edm.Int32,undefined,Edm.String,66-75 years,Edm.String,Male,Edm.String,> $10k,Edm.String,UnInsured,Edm.String,,,,,,,,,,,,,,,,
India,fb244446-1047-43c4-95ae-d01a82221854,2021-11-23T03:13:17.980Z,3,Edm.Int32,undefined,Edm.String,66-75 years,Edm.String,Female,Edm.String,> $10k,Edm.String,UnInsured,Edm.String,,,,,,,,,,,,,,,,
India,fc87aea7-decd-402f-b0c4-f3ec829514ca,2021-11-22T13:33:38.962Z,1,Edm.Int32,Delhi,Edm.String,66-75 years,Edm.String,Male,Edm.String,> $10k,Edm.String,UnInsured,Edm.String,,,,,,,,,,,,,,,,
India,fd02bbd7-a562-4aa8-ad87-acf8d797fa78,2021-11-22T10:56:36.113Z,2,Edm.Int32,Delhi,Edm.String,66-75 years,Edm.String,Male,Edm.String,> $10k,Edm.String,UnInsured,Edm.String,,,,,,,,,,,,,,,,
